,tension_index_int,mode_int,std_int,mean_int,var_int,pnn50_int,RMSSD_int,ivr_int,vpr_int,papr_int,tension_index_user,mode_user,std_user,mean_user,var_user,pnn50_user,RMSSD_user,ivr_user,vpr_user,papr_user,r-r-0,r-r-1,r-r-2,r-r-3,r-r-4,r-r-5,r-r-6,r-r-7,r-r-8,r-r-9,r-r-10,r-r-11,r-r-12,r-r-13,r-r-14,r-r-15,r-r-16,r-r-17,r-r-18,r-r-19,r-r-20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20
0,38.040112537868936,795.6428571428571,69.37764151985236,823.4285714285714,8.425459587768328,55.00000000000001,70.35907901614404,0.0006053268765133171,5.32561575530165e-06,0.00017954933117874134,75.9465554948059,580.6349206349206,93.4715585689387,590.82,15.82064902490415,11.557788944723619,131.38397445548142,0.0008819444444444444,2.392017495899399e-06,0.001093630399125205,800,780,792,820,804,828,916,960,956,928,836,792,776,736,724,728,760,804,848,856,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,35.472330636174966,853.2380952380952,69.19510029447105,824.1904761904761,8.39552291532177,50.0,69.46078030082876,0.0006053268765133171,4.966126289064495e-06,0.00016742940060274585,75.9465554948059,580.6349206349206,93.4715585689387,590.82,15.82064902490415,11.557788944723619,131.38397445548142,0.0008819444444444444,2.392017495899399e-06,0.001093630399125205,780,792,820,804,828,916,960,956,928,836,792,776,736,724,728,760,804,848,856,848,816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,35.472330636174966,853.2380952380952,69.07277046020103,824.3809523809524,8.378744106193517,55.00000000000001,70.60878132357193,0.0006053268765133171,4.966126289064495e-06,0.00016742940060274585,75.9465554948059,580.6349206349206,93.4715585689387,590.82,15.82064902490415,11.557788944723619,131.38397445548142,0.0008819444444444444,2.392017495899399e-06,0.001093630399125205,792,820,804,828,916,960,956,928,836,792,776,736,724,728,760,804,848,856,848,816,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,35.472330636174966,853.2380952380952,69.82972487551756,823.2380952380952,8.482324284971476,55.00000000000001,71.36946125619838,0.0006053268765133171,4.966126289064495e-06,0.00016742940060274585,75.9465554948059,580.6349206349206,93.4715585689387,590.82,15.82064902490415,11.557788944723619,131.38397445548142,0.0008819444444444444,2.392017495899399e-06,0.001093630399125205,820,804,828,916,960,956,928,836,792,776,736,724,728,760,804,848,856,848,816,784,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,35.472330636174966,853.2380952380952,72.38363403553649,819.2380952380952,8.835481950396805,60.0,74.59222479588607,0.0006053268765133171,4.966126289064495e-06,0.00016742940060274585,75.9465554948059,580.6349206349206,93.4715585689387,590.82,15.82064902490415,11.557788944723619,131.38397445548142,0.0008819444444444444,2.392017495899399e-06,0.001093630399125205,804,828,916,960,956,928,836,792,776,736,724,728,760,804,848,856,848,816,784,768,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,41.008659935414094,738.047619047619,74.37715983258508,816.1904761904761,9.112720866302723,55.00000000000001,78.11273903788037,0.0006053268765133171,5.741212390957973e-06,0.00019356087489515452,75.9465554948059,580.6349206349206,93.4715585689387,590.82,15.82064902490415,11.557788944723619,131.38397445548142,0.0008819444444444444,2.392017495899399e-06,0.001093630399125205,828,916,960,956,928,836,792,776,736,724,728,760,804,848,856,848,816,784,768,736,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,41.03990523393403,737.4857142857143,75.45720957065983,812.7619047619048,9.284048517599345,50.0,76.0420936061074,0.0006053268765133171,5.745586732750764e-06,0.0001937083527041686,75.9465554948059,580.6349206349206,93.4715585689387,590.82,15.82064902490415,11.557788944723619,131.38397445548142,0.0008819444444444444,2.392017495899399e-06,0.001093630399125205,916,960,956,928,836,792,776,736,724,728,760,804,848,856,848,816,784,768,736,740,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,25.38867757302707,721.3852813852814,107.55924170516674,790.0952380952381,13.613452723050276,55.00000000000001,146.40491795018363,0.0003663003663003663,2.6658111451678426e-06,0.00026404224675948153,75.9465554948059,580.6349206349206,93.4715585689387,590.82,15.82064902490415,11.557788944723619,131.38397445548142,0.0008819444444444444,2.392017495899399e-06,0.001093630399125205,960,956,928,836,792,776,736,724,728,760,804,848,856,848,816,784,768,736,740,756,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,25.695372113263304,723.9120879120878,142.74612829375494,759.4285714285714,18.79651802212725,60.0,190.9910992690497,0.0003720238095238095,2.1584112575141177e-06,0.0003289007630497703,75.9465554948059,580.6349206349206,93.4715585689387,590.82,15.82064902490415,11.557788944723619,131.38397445548142,0.0008819444444444444,2.392017495899399e-06,0.001093630399125205,956,928,836,792,776,736,724,728,760,804,848,856,848,816,784,768,736,740,756,440,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,31.814387229450453,733.7142857142857,135.45464888575034,749.5238095238095,18.072094196955256,60.0,148.86503954925078,0.0004668534080298786,2.2270071060615316e-06,0.0003894080996884735,75.9465554948059,580.6349206349206,93.4715585689387,590.82,15.82064902490415,11.557788944723619,131.38397445548142,0.0008819444444444444,2.392017495899399e-06,0.001093630399125205,928,836,792,776,736,724,728,760,804,848,856,848,816,784,768,736,740,756,440,316,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
