,id,time,x,y
0,1.0,0.0,0.25390624999999994,0.0
1,1.0,780.0,0.24739583333333334,0.0
2,1.0,1572.0,0.2513020833333333,0.0
3,1.0,2392.0,0.26041666666666663,0.0
4,1.0,3196.0,0.2552083333333333,0.0
5,1.0,4024.0,0.2630208333333333,0.0
6,1.0,4940.0,0.29166666666666663,0.0
7,1.0,5900.0,0.3059895833333333,0.0
8,1.0,6856.0,0.30468749999999994,0.0
9,1.0,7784.0,0.29557291666666663,0.0
10,1.0,8620.0,0.26562499999999994,0.0
11,1.0,9412.0,0.2513020833333333,0.0
12,1.0,10188.0,0.24609374999999997,0.0
13,1.0,10924.0,0.23307291666666666,0.0
14,1.0,11648.0,0.22916666666666666,0.0
15,1.0,12376.0,0.23046875,0.0
16,1.0,13136.0,0.24088541666666666,0.0
17,1.0,13940.0,0.2552083333333333,0.0
18,1.0,14788.0,0.26953124999999994,0.0
19,1.0,15644.0,0.27213541666666663,0.0
20,1.0,16492.0,0.26953124999999994,0.0
21,1.0,17308.0,0.2591145833333333,0.0
22,1.0,18092.0,0.24869791666666666,0.0
23,1.0,18860.0,0.24348958333333334,0.0
24,1.0,19596.0,0.23307291666666666,0.0
25,1.0,20336.0,0.234375,0.0
26,1.0,21092.0,0.23958333333333334,0.0
27,1.0,21532.0,0.13671875,0.0
28,1.0,21848.0,0.09635416666666666,0.0
29,1.0,22596.0,0.23697916666666666,0.0
30,1.0,23364.0,0.24348958333333334,0.0
31,1.0,24112.0,0.23697916666666666,0.0
32,1.0,24852.0,0.234375,0.0
33,1.0,25608.0,0.23958333333333334,0.0
34,1.0,26380.0,0.24479166666666666,0.0
35,1.0,27160.0,0.24739583333333334,0.0
36,1.0,27912.0,0.23828125,0.0
37,1.0,28664.0,0.23828125,0.0
38,1.0,29428.0,0.2421875,0.0
39,1.0,30192.0,0.2421875,0.0
40,1.0,30948.0,0.23958333333333334,0.0
41,1.0,31700.0,0.23828125,0.0
42,1.0,32420.0,0.22786458333333334,0.0
43,1.0,33136.0,0.2265625,0.0
44,1.0,33856.0,0.22786458333333334,0.0
45,1.0,34584.0,0.23046875,0.0
46,1.0,35304.0,0.22786458333333334,0.0
47,1.0,36052.0,0.23697916666666666,0.0
48,1.0,36816.0,0.2421875,0.0
49,1.0,37608.0,0.2513020833333333,0.0
50,1.0,38456.0,0.26953124999999994,0.0
51,1.0,39320.0,0.2747395833333333,0.0
52,1.0,40176.0,0.27213541666666663,0.0
53,1.0,41008.0,0.26432291666666663,0.0
54,1.0,41804.0,0.25260416666666663,0.0
55,1.0,42560.0,0.23958333333333334,0.0
56,1.0,43288.0,0.23046875,0.0
57,1.0,44020.0,0.23177083333333334,0.0
58,1.0,44748.0,0.23046875,0.0
59,1.0,45472.0,0.22916666666666666,0.0
60,1.0,46192.0,0.22786458333333334,0.0
61,1.0,46896.0,0.22265625,0.0
62,1.0,47592.0,0.22005208333333334,0.0
63,1.0,48288.0,0.22005208333333334,0.0
64,1.0,48960.0,0.21223958333333334,0.0
65,1.0,49624.0,0.20963541666666666,0.0
66,1.0,50292.0,0.2109375,0.0
67,1.0,50972.0,0.21484375,0.0
68,1.0,51672.0,0.22135416666666666,0.0
69,1.0,52392.0,0.22786458333333334,0.0
70,1.0,53140.0,0.23697916666666666,0.0
71,1.0,53888.0,0.23697916666666666,0.0
72,1.0,54652.0,0.2421875,0.0
73,1.0,55428.0,0.24609374999999997,0.0
74,1.0,56144.0,0.2265625,0.0
75,1.0,56484.0,0.10416666666666666,0.0
76,1.0,56836.0,0.10807291666666666,0.0
77,1.0,57520.0,0.21614583333333334,0.0
78,1.0,58192.0,0.21223958333333334,0.0
79,1.0,58888.0,0.22005208333333334,0.0
80,1.0,59600.0,0.22526041666666666,0.0
81,1.0,60396.0,0.25260416666666663,0.0
82,1.0,60624.0,0.06770833333333333,0.0
83,1.0,60828.0,0.059895833333333336,0.0
84,1.0,61152.0,0.09895833333333333,0.0
85,1.0,61596.0,0.13802083333333334,0.0
86,1.0,62928.0,0.4270833333333333,0.0
87,1.0,63900.0,0.3098958333333333,0.0
88,1.0,64080.0,0.052083333333333336,0.0
89,1.0,65524.0,0.46354166666666663,0.0
90,1.0,65872.0,0.10677083333333333,0.0
91,1.0,66344.0,0.14713541666666666,0.0
92,1.0,67172.0,0.2630208333333333,0.0
93,1.0,67804.0,0.19921875,0.0
94,1.0,68172.0,0.11328124999999999,0.0
95,1.0,68428.0,0.07682291666666666,0.0
96,1.0,68792.0,0.11197916666666666,0.0
97,1.0,69588.0,0.25260416666666663,0.0
98,1.0,70424.0,0.26562499999999994,0.0
99,1.0,72156.0,0.5572916666666666,0.0
100,1.0,73044.0,0.2825520833333333,0.0
101,1.0,73880.0,0.26562499999999994,0.0
102,1.0,74736.0,0.27213541666666663,0.0
103,1.0,75580.0,0.26822916666666663,0.0
104,1.0,76408.0,0.2630208333333333,0.0
105,1.0,77228.0,0.26041666666666663,0.0
106,1.0,78048.0,0.26041666666666663,0.0
107,1.0,78868.0,0.26041666666666663,0.0
108,1.0,79716.0,0.26953124999999994,0.0
109,1.0,80584.0,0.27604166666666663,0.0
110,1.0,81268.0,0.21614583333333334,0.0
111,1.0,82088.0,0.26041666666666663,0.0
112,1.0,82908.0,0.26041666666666663,0.0
113,1.0,83732.0,0.26171874999999994,0.0
114,1.0,84428.0,0.22005208333333334,0.0
115,1.0,84556.0,0.03515625,0.0
116,1.0,85348.0,0.2513020833333333,0.0
117,1.0,86148.0,0.25390624999999994,0.0
118,1.0,86936.0,0.24999999999999997,0.0
119,1.0,87712.0,0.24609374999999997,0.0
120,1.0,88508.0,0.25260416666666663,0.0
121,1.0,89356.0,0.26953124999999994,0.0
122,1.0,90176.0,0.26041666666666663,0.0
123,1.0,91024.0,0.26953124999999994,0.0
124,1.0,91892.0,0.27604166666666663,0.0
125,1.0,92776.0,0.28124999999999994,0.0
126,1.0,93632.0,0.27213541666666663,0.0
127,1.0,94520.0,0.2825520833333333,0.0
128,1.0,95424.0,0.28776041666666663,0.0
129,1.0,96308.0,0.28124999999999994,0.0
130,1.0,97176.0,0.27604166666666663,0.0
131,1.0,98052.0,0.2786458333333333,0.0
132,1.0,98932.0,0.27994791666666663,0.0
133,1.0,99788.0,0.27213541666666663,0.0
134,1.0,100660.0,0.27734374999999994,0.0
135,1.0,101556.0,0.28515624999999994,0.0
136,1.0,102456.0,0.2864583333333333,0.0
137,1.0,103324.0,0.27604166666666663,0.0
138,1.0,104168.0,0.26822916666666663,0.0
139,1.0,105020.0,0.2708333333333333,0.0
140,1.0,105892.0,0.27734374999999994,0.0
141,1.0,106712.0,0.26041666666666663,0.0
142,1.0,107500.0,0.24999999999999997,0.0
143,1.0,108340.0,0.2669270833333333,0.0
144,1.0,109112.0,0.24479166666666666,0.0
145,1.0,109964.0,0.2708333333333333,0.0
146,1.0,110816.0,0.2708333333333333,0.0
147,1.0,111672.0,0.27213541666666663,0.0
148,1.0,112536.0,0.2747395833333333,0.0
149,1.0,113368.0,0.26432291666666663,0.0
150,1.0,114188.0,0.26041666666666663,0.0
151,1.0,114984.0,0.25260416666666663,0.0
152,1.0,115788.0,0.2552083333333333,0.0
153,1.0,116596.0,0.25651041666666663,0.0
154,1.0,117412.0,0.2591145833333333,0.0
155,1.0,118244.0,0.26432291666666663,0.0
156,1.0,119088.0,0.26822916666666663,0.0
157,1.0,119944.0,0.27213541666666663,0.0
158,1.0,120768.0,0.26171874999999994,0.0
159,1.0,121640.0,0.27734374999999994,0.0
160,1.0,122504.0,0.2747395833333333,0.0
161,1.0,123380.0,0.2786458333333333,0.0
162,1.0,124220.0,0.2669270833333333,0.0
163,1.0,125108.0,0.2825520833333333,0.0
164,1.0,126048.0,0.29947916666666663,0.0
165,1.0,127008.0,0.3059895833333333,0.0
166,1.0,127972.0,0.30729166666666663,0.0
167,1.0,128872.0,0.2864583333333333,0.0
168,1.0,129788.0,0.29166666666666663,0.0
169,1.0,130704.0,0.29166666666666663,0.0
170,1.0,131620.0,0.29166666666666663,0.0
171,1.0,132504.0,0.28124999999999994,0.0
172,1.0,133364.0,0.27343749999999994,0.0
173,1.0,134232.0,0.27604166666666663,0.0
174,1.0,135124.0,0.28385416666666663,0.0
175,1.0,135964.0,0.2669270833333333,0.0
176,1.0,136796.0,0.26432291666666663,0.0
177,1.0,137140.0,0.10546874999999999,0.0
178,1.0,137656.0,0.16145833333333334,0.0
179,1.0,138492.0,0.26562499999999994,0.0
180,1.0,138980.0,0.15234375,0.0
181,1.0,139320.0,0.10416666666666666,0.0
182,1.0,139556.0,0.07031249999999999,0.0
183,1.0,140232.0,0.21354166666666666,0.0
184,1.0,141064.0,0.26432291666666663,0.0
185,1.0,141852.0,0.24999999999999997,0.0
186,1.0,142652.0,0.25390624999999994,0.0
187,1.0,143448.0,0.25260416666666663,0.0
188,1.0,144224.0,0.24609374999999997,0.0
189,1.0,145008.0,0.24869791666666666,0.0
190,1.0,145812.0,0.2552083333333333,0.0
191,1.0,146600.0,0.24999999999999997,0.0
192,1.0,147420.0,0.26041666666666663,0.0
193,1.0,148300.0,0.27994791666666663,0.0
194,1.0,149224.0,0.2942708333333333,0.0
195,1.0,150144.0,0.29296874999999994,0.0
196,1.0,151100.0,0.30468749999999994,0.0
197,1.0,152084.0,0.3138020833333333,0.0
198,1.0,153044.0,0.3059895833333333,0.0
199,1.0,153964.0,0.29296874999999994,0.0
200,1.0,154832.0,0.27604166666666663,0.0
